SkripsiAbstrak,SkripsiAuthor,SkripsiTitle,SkripsiURI,SkripsibyDate,SkripsibyKeyword 
,"Supardi,Viva Arifin,Mmsi",Analisis Penerapan Algoritma String Matching Pada Aplikasi Pencarian Berkas Di Komputer,"/dspace/browse?type=author&value=Supardi,/dspace/browse?type=author&value=Viva+Arifin%2CMmsi,http://repository.uinjkt.ac.id/dspace/handle/123456789/15152,/dspace/handle/123456789/160","Jakarta : Fak.Sains Dan Teknologi Uin Syarif Hidayatullah, 2009",5-Oct-2012
"Handphone telah menjadi satu hal yang mewaenai kehidupan setiap orang saat ini, sehingga evolusi yang terjdi sangat cepat, bukan hanya perangkat yang digunakan untuk berkomunikasi, tetapi handpone juga telah terlibat jauh dalam wilayah life style, hingga multimedia.","Chery Dia Putra,Arini",Aplikasi local directory fasilitas umum berbasis smartphone android,"/dspace/browse?type=author&value=Chery+Dia+Putra,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/4722,/dspace/handle/123456789/160",5-Oct-2012,1. TEKNOLOGI INFORMASI; 2. SISTEM OPERASI
"Perkembangan teknologi internet sangat cepat dari tahun ke tahun. Internet
saat ini sangat dibutuhkan misalnya untuk media promosi suatu produk. Untuk
menjual suatu produk, penjual masih menggunakan cara biasa yaitu dengan
menjualnya di toko-toko. Dengan sistem penjualaan seperti itu, maka hanya
terbatas saja pembeli yang mengetahui tentang produk yang dijual. Dengan
adanya internet, penjual dapat memperkenalkan sekaligus menjual produknya
melalui website. Penelitian ini membahas mengenai proses pemesanan produk
secara online yang akan diimplementasikan pada website pemesanan spare part
motor. Dalam pembuatan website pemesanan spare part motor ini penulis
menggunakan metode RAD (Rapid Application Development). Tools yang
digunakan yaitu komponen virtue mart untuk sistem pemesanannya, joomla untuk
template website dan content manajemen sistem (CMS), MySQL untuk
databasenya, dan script PHP sebagai dasar bahasa pemrograman yang digunakan.
Penelitian ini bertujuan untuk merancang suatu apliksasi pemesanan yang dapat
membantu para pembeli spare part motor untuk melakukan pemesanan barang
dengan mudah. Namun, transaksi pembayarannya dilakukan secara manual dan
tidak terintegrasi dengan aplikasi. Dari hasil penelitian dapat disimpulkan bahwa
aplikasi ini membantu pihak CMR selaku penjual untuk mengelola pemesanan
dan memudahkan konsumen untuk mendapatkan informasi mengenai produk
sekaligus dapat memesannya secara langsung. Aplikasi ini masih dapat
dikembangkan lagi seperti dengan menambahkan animasi pada tampilan produk
dan membuat proses transaksi secara otomatis.
Kata Kunci : pemesanan, virtue mart, website, spare part motor.
V Bab + xiii Halaman + 66 Halaman + 18 Daftar Pustaka + 23 Gambar + 6 Tabel
+ 3 Lampiran
Pustaka Acuan: 18 (2002-2008)","Erry Handoyo,Herlino Nanang, Mt.Ccna",Aplikasi pemesanan spare part motor berbasis web,"/dspace/browse?type=author&value=Erry+Handoyo,/dspace/browse?type=author&value=Herlino+Nanang%2C+Mt.Ccna,http://repository.uinjkt.ac.id/dspace/handle/123456789/241,/dspace/handle/123456789/160",5-Oct-2012,Spare part motor;Pemesanan;Virtue Mart;Website
,"Arif Fuadi Aziz,A'ang Subiyakto",Pengembangan aplikasi perizinan pelayanan kesehatan masyarakat berbasis web pada kantor walikotamadya Jakarta Selatan,"/dspace/browse?type=author&value=Arif+Fuadi+Aziz,/dspace/browse?type=author&value=A%27ang+Subiyakto,http://repository.uinjkt.ac.id/dspace/handle/123456789/3929,/dspace/handle/123456789/160",Uin Syarif Hidayatullah.Fakultas Sains Dan Teknologi,5-Oct-2012
"xix, 119  hal.; 28  cm.","Mutaqin, Muhammad Zaenal,Arini,M.Eng",Pengembangan aplikasi chatting pada telepon seluler menggunakan fasilitas bluetooth dengan J2ME,"/dspace/browse?type=author&value=Mutaqin%2C+Muhammad+Zaenal,/dspace/browse?type=author&value=Arini%2CM.Eng,http://repository.uinjkt.ac.id/dspace/handle/123456789/21862,/dspace/handle/123456789/160",Uin Syarif Hidayatullah.Fakultas Sains Dan Teknologi,5-Oct-2012
"ii, 92 hal.; 28 cm.","Nurrohman, Arip,Wahyudin, Iwan",Aplikasi chat pada LAN di program kelas unggulan (Excellent Class Program),"/dspace/browse?type=author&value=Nurrohman%2C+Arip,/dspace/browse?type=author&value=Wahyudin%2C+Iwan,http://repository.uinjkt.ac.id/dspace/handle/123456789/5915,/dspace/handle/123456789/160",5-Oct-2012,lan;sdlc;instant messaging chat;aplikasi
,"Alvin Sofia Mannasari,Khodijah Hulliyah",Sistem Informasi Kepegawaian Menggunakan Metode Sekuensial Linear,"/dspace/browse?type=author&value=Alvin+Sofia+Mannasari,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/11914,/dspace/handle/123456789/160","Jakarta : Fakultas Sains Dan Teknologi UIN Syarif Hidayatullah, 2009",5-Oct-2012
"Salah satu kegiatan yang dilakukan mahasiswa peserta akademik di lingkungan perguruan
tinggi adalah melakukan penelitian. Hasil penelitian itu kemudian disusun dan ditulis dalam
suatu karya tulis ilmiah untuk dipertanggung-jawabkan pada akhir program pendidikan
mereka. Bagi mahasiswa peserta Program Sarjana atau Program Strata 1 (Program S1) karya
tulis tersebut disebut skripsi. Namun skripsi dapat menjadi sumber yang potensial dalam
menimbulkan stress pada mahasiswa semester akhir. Berbagai cara dapat dilakukan untuk
mengurangi atau menghilangkan rasa stress dengan memerlukan sumber daya biologis,
psikologis maupun sosial, sumber-sumber ini dinamakan sumber coping. Dan salah satu hal
yang dapat dijadikan sumber coping adalah religiusitas. Religiusitas adalah keyakinan,
penghayatan, pengalaman, pengetahuan dan peribadatan seorang penganut agama terhadap
agamanya yang diaplikasikan dalam kehidupannya sehari-hari sebagai pengakuan akan
adanya kekuatan tertinggi yang menaungi kehidupan manusia di dunia dan akhirat
Penelitian ini bertujuan untuk mengetahui pengaruh tingkat religiusitas terhadap pemilihan
jenis coping stres mahasiswa fakultas psikologi UIN Syarif Hidayatullah Jakarta yang
sedang menyusun skripsi. Pendekatan yang digunakan dalam penelitian ini yaitu
pendekatan kuantitatif dengan menggunakan jenis penelitian korelasional prediktif yaitu
penelitian yang memfokuskan pada pengukuran terhadap satu variabel atau lebih yang dapat
dipakai untuk memprediksi atau meramal kejadian di masa yang akan datang atau variabel
lain.
Analisis data yang digunakan menggunakan uji regresi logistik biner. Subyek yang diambil
dalam penelitian ini adalah mahasiswa laki-laki dan perempuan yang sedang menyusun
skripsi. Teknik pengambilan sampel yang digunakan adalah purposive sampling. Teknik
pengambilan data yang digunakan adalah kuesioner. Instrumen yang digunakan adalah
religiusitas berdasarkan indikator dari Kementrian Negara Kependudukan dan Lingkungan
Hidup (dalam Ary Widiyanta, 2002) yang berjumlah 23 item dan skala coping stres
v
berdasarkan indikator dari Lazarus & Folkman, 1984 (dalam Davison, Neale & Kring,
2006) yang berjumlah 38 item.
Hasil penelitian secara umum menunjukkan tidak adanya pengaruh yang signifikan tingkat
religiusitas dengan pemilihan jenis coping stres yang dilakukan mahasiswa fakultas
Psikologi UIN Syarif Hidayatullah Jakarta yang sedang menyusun skripsi. Meskipun tidak
memiliki pengaruh yang signifikan, namun berdasarkan data analisis regresi logistik biner
juga diperoleh nilai Cox & Snell R Square sebesar 0.256, yang berarti bahwa seluruh
variabel independent yang diteliti memberikan sumbangsih sebesar 25.6% terhadap
pemilihan jenis coping stres yang dilakukan mahasiswa Fakultas Psikologi UIN Syarif
Hidayatullah Jakarta yang sedang menyusun skripsi, sedangkan 74.4 % sisanya dipengaruhi
oleh faktor-faktor lain yang tidak diteliti dalam penelitian ini. Tidak terdapat pengaruh yang
signifikan pada penelitian ini disebabkan karena alat ukur religiusitas yang digunakan masih
bersifat secara umum dan belum mengukur terkait dengan coping stres yang dilakukan
mahasiswa. Bagi peneliti selanjutnya sebaiknya lebih memperhatikan alat ukur yang akan
digunakan. Dan peneliti selanjutnya sebaiknya menambahkan atau menggunakan variabel
lain selain religiusitas, diantaranya adalah dukungan sosial.","Ratna Sri Wulandari,Victor Amrizal,Herlino Nanang",Aplikasi pendekteksian kerusakan dini pada mobil bermotor bensin berbasis sistem pakar,"/dspace/browse?type=author&value=Ratna+Sri+Wulandari,/dspace/browse?type=author&value=Victor+Amrizal,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/4247,/dspace/handle/123456789/160",5-Oct-2012,expert system development life cyle;sistem pakar;kerusakan mobil
"Kriptografi merupakan ilmu atau seni untuk menjaga keamanan pesan ketika suatu pesan ditransfer dari suatu tempat lain, isi dari pesan tersebut kemungkinan dapat disadap oleh pihak lain.untuk menjaga keamanan pesan maka pesan tersebut dapat disandikan untuk diubah menjadi kode keamanan pesan,","Putra,  Ade Pardana,Nanang, Herlino, Mt",Implementasi keamanan sistem administrasi berbasiskan lokal area network (LAN) menggunakan algoritmaRC4 : studi kasus pusat keuangan mabes Polri,"/dspace/browse?type=author&value=Putra%2C++Ade+Pardana,/dspace/browse?type=author&value=Nanang%2C+Herlino%2C+Mt,http://repository.uinjkt.ac.id/dspace/handle/123456789/5444,/dspace/handle/123456789/160",5-Oct-2012,rc4;pusat keungan polri;client server;database;algoritma kriptografi simetris
,"Widiastuti, Anisa,Mintarsih, Fitri",IMPLEMENTASI ALGORITMA PEMAMPATAN MULTI STAGE HALF-BYTE,"/dspace/browse?type=author&value=Widiastuti%2C+Anisa,/dspace/browse?type=author&value=Mintarsih%2C+Fitri,http://repository.uinjkt.ac.id/dspace/handle/123456789/5875,/dspace/handle/123456789/160",i: 118 hal.; 28 cm,5-Oct-2012
"Dalam dunia bisnis alat elekronik, khususnya pada distributor alat-alat
komputer dan perangkat pendukungnya, teknologi informasi telah menjadi salah
satu aspek penting untuk membantu dalam mengelola data dan informasi garansi
produk. Teknologi Informasi dapat digunakan untuk menyimpan data produk
yang telah dijual, melakukan penghitungan masa garansi produk, serta
menampilkan data garansi produk yang telah didaftarkan. Terlebih bila selama ini
proses yang digunakan untuk menyimpan, menghitung dan menampilkan data
tersebut masih bersifat manual.
PT HARRISMA AGUNG JAYA selaku distributor merek dagang printer
Fuji Xerox mengalami kendala dalam hal mengelola data garansi printer yang
telah dijual, serta mengetahui masa garansi printer. Sejak tahun 2006 informasi
garansi diperoleh dari kartu garansi yang diisi secara manual oleh toko, kemudian
dari toko kartu garansi tersebut diserahkan kepada distributor untuk disimpan
sebagai data garansi. Namun kartu garansi yang telah diserahkan dari toko tidak
diolah sama sekali, hanya dibiarkan bertumpuk saja dikarenakan pada pihak
distributor tersebut tidak ada aplikasi yang tersedia untuk mengelola data garansi.
Permasalahan yang timbul adalah ketika pemilik printer melakukan claim
terhadap produk yang mengalami kerusakan kehilangan kartu garansi dan tidak
memiliki bukti pembelian menyatakan bahwa printer mereka masih dalam masa
garansi. Untuk itulah diperlukan aplikasi yang mampu mendata dan menghitung
masa garansi. Pengumpulan data penelitian menggunakan teknik observasi,
wawancara, dan studi pustaka. Pendekatan pengembangan sistem menggunakan
model Rapid Application Development (RAD), serta PHP dan MySQL sebagai
alat pengkodean komputer. Aplikasi ini dapat memproses pendaftaran garansi
secara online, serta dapat membantu untuk melihat masa garansi.","Zakaria, Zaki,Arifin, Viva",Aplikasi pendaftaran dan penghitungan masa garansi printer berbasis web (studi kasus fuji xerox service centre Pt Harrisma Agung jaya),"/dspace/browse?type=author&value=Zakaria%2C+Zaki,/dspace/browse?type=author&value=Arifin%2C+Viva,http://repository.uinjkt.ac.id/dspace/handle/123456789/409,/dspace/handle/123456789/160",5-Oct-2012,Mysql-Garansi-Printer-Php
"BP2T Kota Tangerang Selatan Selama masa kerjanya BP2T masih menggunakan aplikasi semi manual dalam mengelola perijinan serta dalam hal penerbitan laporan-laporan yang dibutuhkan serta pembayaran perijinan (MS. Excel 2003). Oleh karena itu sering terjadinya kesalahan-kesalahan yang ditemui yaitu kesalahan hitung karena perbedaan perhitungan dan koefisien-koefisien yang dibutuhkan pada Izin Mendirikan Bangunan, sering ditemukan ketidaksesuaian data mulai proses pendaftaran hingga proses penerbitan ijin pada masing - masing bagian, pengulangan input data pemohon pada masing - masing bagian (bagian pendaftaran, pengawasan dan pengendalian, penetapan, validasi) karena tidak terkomputerisasi dengan baik. Rumusan masalah dalam penelitian ini adalah membangun suatu aplikasi pelayanan Ijin Mendirikan Bangunan (IMB) yang sesuai tujuan/ sasaran dalam penyelesaian perijinan di BP2T Kota Tangerang Selatan yang dapat mempercepat proses pelayanan perijinan, baik pada bagian pendaftaran, pengawasan dan pengendalian, penetapan, pembayaran, penomoran sampai pada penyerahan izin. Tujuan penelitian ini adalah mengembangkan aplikasi Ijin Mendirikan Bangunan yang merupakan solusi dari kelemahan-kelemahan sistem yang ada dan berbasis komputerisasi. Studi kasus penelitian ini adalah di BP2T Kota Tangerang Selatan. Metodologi dalam mengembangkan aplikasi ini menggunakan Extreme Programming yang terdiri dari Planning, Design, Coding dan Testing. Hasil yang diperoleh dari pengembangan aplikasi ini adalah memudahkan masing-masing bagian terkait dalam hal membuat laporan-laporan karena telah terformat dan terstruktur secara dinamis, mulai dari pendaftaran sampai ke penerbitan ijin mendirikan bangunan (IMB).
Kata Kunci: aplikasi imb, web, Extreme Programming","Kurniawan,Ari Wahyu,Arifin,Viva",Pengembangan aplikasi pelayanan izin mendirikan bangunan (Studi kasus pada badan pelayanan perijinan terpadu Kota Tangerang Selatan ),"/dspace/browse?type=author&value=Kurniawan%2CAri+Wahyu,/dspace/browse?type=author&value=Arifin%2CViva,http://repository.uinjkt.ac.id/dspace/handle/123456789/197,/dspace/handle/123456789/160",5-Oct-2012,APLIKASI IMB;web;EXTREME PROGRAMING
"Pada sebuah perguruan tinggi terdapat banyak proses pengolahan data. Hal ini dimulai dari pengolahan data untuk saringan ujian masuk calon mahasiswa, pengumuman hasil calon mahasiswa yang lulus, proses pendaftaran ulang, baik bagi calon mahasiswa baru maupun mahasiswa lama dari perguruan tinggi tersebut.Kesulitan yang sering terjadi pada bagian internal perguruan tinggi adalah banyaknya pengolahan data yang bersifat realtime. Sebagai contoh antara lain pengolahan data mahasiswa yang mengambil mata kuliah dan kelas dengan dosen. Pada data-data diatas akan di dapat data-data transaksi berupa, data absensi, data mata kuliah, data transkrip nilai, data jadwal ujian, data biaya pembayaran (status pembayaran mahasiswa), dan data dosen. Pada saat ini, sistem akademik pada UIN Syarif Hidayatullah Jakarta sudah dilakukan dengan terkomputerisasi. Tetapi pada kenyataannya ada dua sistem informasi akademik yang terdapat di UIN, diantaranya adalah SIM@K  yang diterapkan di fakultas tarbiyah dan keguruan dan SIMPERTI, tetapi sistem yang ada dirasakan belum bisa memenuhi seluruh kegiatan akademik yang berjalan. Melihat permasalahan yang terjadi maka perlu dilakukannya pengembangan dan integrasi sistem informasi akademik ke seluruh fakultas yang ada sehingga kesulitan-kesulitan yang dihadapi bisa teratasi. Dalam penelitian ini metode pengembangan sistem yang penulis gunakan adalah Extreme Programming (XP). Pada akhirnya, sistem ini dapat memberikan kemudahan dalam pengelolahan data yang berkaitan dengan proses akademik yang terjadi di UIN Jakarta. Untuk ke depannya, aplikasi ini dapat dikembangkan lagi misalnya dengan mengembangkan sistem host to host pada pembayaran SPP mahasiswa.

","Husna,  Fitria Nuruf,Sukmana, Husni Teja",Pengembangan sistem informasi akademik (sim@k) : studi kasus universitas islam negeri  syarif hidayatullah jakarta,"/dspace/browse?type=author&value=Husna%2C++Fitria+Nuruf,/dspace/browse?type=author&value=Sukmana%2C+Husni+Teja,http://repository.uinjkt.ac.id/dspace/handle/123456789/5822,/dspace/handle/123456789/160",5-Oct-2012,integrasi;pengembangan;sistem informasi akademik
,"Jalilah, Nur",Sistem informasi spasial berbasis web pada lokasi rawan banjir (studi kasus: Jakarta Barat),"/dspace/browse?type=author&value=Jalilah%2C+Nur,http://repository.uinjkt.ac.id/dspace/handle/123456789/5873,/dspace/handle/123456789/160",i: 125 hal.; 28 cm,5-Oct-2012
,"Andika Wirawan,Dwi Handoko",Analisis perbandingan kinerja linux virtual server dan nginx untuk load balaxer dalam high availability server (studi kasus badan pengembangan Penerapan Teknologi Jakarta,"/dspace/browse?type=author&value=Andika+Wirawan,/dspace/browse?type=author&value=Dwi+Handoko,http://repository.uinjkt.ac.id/dspace/handle/123456789/6039,/dspace/handle/123456789/160",5-Oct-2012,Analisis perbandingan kinerja
,"Hastriana, Endang,Amrizal, Viktor. M.Kom",Perbandingan Algoritma String Matching Knut-Morris-Pratt dengan Boyer-MOOre-Horspool pada simulasi pengenalan sidik jari,"/dspace/browse?type=author&value=Hastriana%2C+Endang,/dspace/browse?type=author&value=Amrizal%2C+Viktor.+M.Kom,http://repository.uinjkt.ac.id/dspace/handle/123456789/5979,/dspace/handle/123456789/160",Uin Syarif Hidayatullah.Fakultas Sains Dan Teknologi,5-Oct-2012
